,location,size,total_sqft,bath,price
2453,Garudachar Palya,2,1150.0,2.0,52.0
2454,Garudachar Palya,2,1154.0,2.0,51.8
2456,Giri Nagar,4,2400.0,4.0,400.0
2457,Giri Nagar,3,1800.0,3.0,252.0
2458,Giri Nagar,3,1350.0,3.0,240.0
2459,Giri Nagar,4,2400.0,4.0,400.0
2460,Giri Nagar,6,3000.0,4.0,375.0
2461,Giri Nagar,6,2400.0,6.0,400.0
2462,Giri Nagar,4,4000.0,3.0,750.0
2463,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2464,Gollarapalya Hosahalli,3,1408.0,3.0,62.0
2465,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2466,Gollarapalya Hosahalli,3,1318.0,3.0,54.0
2467,Gollarapalya Hosahalli,2,861.0,2.0,36.5
2468,Gollarapalya Hosahalli,3,1320.0,3.0,60.0
2469,Gollarapalya Hosahalli,3,1345.0,3.0,60.0
2470,Gollarapalya Hosahalli,4,1905.0,3.0,86.0
2471,Gollarapalya Hosahalli,3,1318.0,3.0,56.0
2472,Gollarapalya Hosahalli,2,1129.0,2.0,50.0
2473,Gottigere,2,1100.0,2.0,40.0
2474,Gottigere,2,967.0,2.0,45.0
2475,Gottigere,3,1618.0,3.0,82.5
2476,Gottigere,2,1222.0,2.0,63.0
2478,Gottigere,3,1300.0,3.0,65.0
2479,Gottigere,2,950.0,2.0,38.0
2480,Gottigere,2,1153.0,2.0,48.5
2481,Gottigere,1,812.0,1.0,26.0
2483,Gottigere,3,1460.0,2.0,65.0
2484,Gottigere,3,1500.0,3.0,70.0
2485,Gottigere,3,1621.0,3.0,72.0
2486,Gottigere,1,812.0,1.0,26.0
2487,Gottigere,2,990.0,2.0,40.0
2488,Gottigere,2,1235.0,2.0,63.0
2489,Gottigere,3,1385.0,3.0,64.0
2490,Gottigere,2,1000.0,2.0,35.0
2491,Gottigere,2,1010.0,2.0,35.0
2494,Gottigere,3,1435.0,2.0,62.0
2495,Gottigere,2,945.0,2.0,45.0
2497,Gottigere,4,2500.0,3.0,120.0
2498,Gottigere,3,1230.0,2.0,52.0
2499,Gottigere,2,1120.0,2.0,50.0
2500,Gottigere,3,1500.0,3.0,63.0
2501,Gottigere,2,1200.0,2.0,40.0
2502,Gottigere,2,1280.0,2.0,61.0
2503,Gottigere,2,1205.0,2.0,56.58
2504,Gottigere,2,1170.0,2.0,40.0
2506,Gottigere,3,1613.0,3.0,72.0
2507,Gottigere,2,1110.0,2.0,36.25
2508,Gottigere,2,1245.0,2.0,59.0
2509,Gottigere,2,1200.0,2.0,50.0
2510,Green Glen Layout,3,1670.0,3.0,120.0
2511,Green Glen Layout,4,3250.0,4.0,230.0
2512,Green Glen Layout,3,1776.42,3.0,105.0
2513,Green Glen Layout,4,3250.0,4.0,230.0
2514,Green Glen Layout,2,940.0,2.0,56.8
2515,Green Glen Layout,2,1075.0,2.0,60.0
2516,Green Glen Layout,3,1715.0,3.0,115.0
2517,Green Glen Layout,3,1751.0,2.0,115.0
2518,Green Glen Layout,3,1750.0,3.0,130.0
2519,Green Glen Layout,3,1530.0,3.0,105.0
2520,Green Glen Layout,3,1752.0,3.0,105.0
2521,Green Glen Layout,3,1680.0,4.0,95.0
2522,Green Glen Layout,3,1728.0,3.0,125.0
2523,Green Glen Layout,3,1645.0,3.0,110.0
2524,Green Glen Layout,3,1517.0,3.0,100.0
2525,Green Glen Layout,4,3150.0,4.0,218.0
2527,Green Glen Layout,3,1750.0,3.0,120.0
2528,Green Glen Layout,3,1751.0,3.0,115.0
2529,Green Glen Layout,3,1750.0,3.0,105.0
2530,Green Glen Layout,3,1885.0,3.0,135.0
2531,Green Glen Layout,3,1715.0,3.0,120.0
2532,Green Glen Layout,3,1623.29,2.0,105.0
2533,Green Glen Layout,3,1715.0,3.0,115.0
2534,Green Glen Layout,3,1715.0,3.0,105.0
2535,Green Glen Layout,3,1600.0,3.0,105.0
2536,Green Glen Layout,3,1717.0,3.0,125.0
2537,Green Glen Layout,2,1250.0,2.0,75.0
2538,Green Glen Layout,3,1715.0,3.0,112.0
2539,Gubbalala,3,1470.0,2.0,82.0
2540,Gubbalala,3,1745.0,3.0,104.0
2541,Gubbalala,3,1745.0,3.0,115.0
2542,Gubbalala,3,1745.0,3.0,110.0
2543,Gubbalala,3,1650.0,3.0,71.0
2544,Gubbalala,5,2570.0,4.0,141.0
2545,Gubbalala,2,1205.0,2.0,70.0
2546,Gubbalala,3,1435.0,2.0,80.0
2547,Gubbalala,2,1475.0,2.0,80.0
2549,Gubbalala,2,1100.0,2.0,49.5
2550,Gubbalala,2,1060.0,2.0,46.0
2551,Gubbalala,3,2000.0,3.0,125.0
2553,Gunjur,2,1140.0,2.0,43.0
2554,Gunjur,3,1356.0,2.0,66.0
2555,Gunjur,3,1600.0,3.0,75.0
2557,Gunjur,2,1140.0,2.0,49.11
2558,Gunjur,2,1195.0,2.0,44.0
2559,Gunjur,2,1190.0,2.0,40.0
2560,Gunjur,2,1457.0,2.0,60.0
2561,Gunjur,2,1080.0,2.0,41.0
2564,Gunjur,2,1175.0,2.0,43.48
2565,Gunjur,3,1362.0,3.0,62.63
2566,Gunjur,2,1071.0,2.0,51.0
2567,Gunjur,2,1063.0,2.0,40.0
2568,Gunjur,2,1235.0,2.0,52.76
2569,Gunjur,3,1362.0,3.0,62.63
2570,Gunjur,3,1362.0,3.0,62.63
2571,Gunjur,3,1588.0,2.0,90.0
2572,Gunjur,2,1235.0,2.0,44.5
2573,Gunjur,2,1457.0,2.0,60.0
2574,Gunjur Palya,2,1050.0,2.0,43.0
2575,Gunjur Palya,3,1033.0,2.0,32.0
2576,Gunjur Palya,3,1400.0,3.0,45.0
2577,Gunjur Palya,2,993.0,2.0,42.0
2578,Gunjur Palya,2,1235.0,2.0,52.76
2579,HAL 2nd Stage,3,1490.0,2.0,300.0
2580,HAL 2nd Stage,2,600.0,3.0,145.0
2581,HAL 2nd Stage,3,2700.0,3.0,500.0
2582,HAL 2nd Stage,5,2040.0,4.0,500.0
2583,HBR Layout,3,2800.0,2.0,200.0
2584,HBR Layout,3,1722.0,3.0,95.0
2585,HBR Layout,4,1200.0,4.0,120.0
2586,HBR Layout,2,1200.0,2.0,60.0
2587,HBR Layout,2,1004.0,2.0,49.0
2588,HBR Layout,3,1783.0,3.0,125.0
2589,HBR Layout,3,1656.0,3.0,90.0
2590,HBR Layout,2,1089.0,2.0,60.0
2591,HBR Layout,3,1700.0,3.0,110.0
2592,HBR Layout,2,1198.0,2.0,65.0
2593,HBR Layout,4,1200.0,4.0,115.0
2594,HBR Layout,2,1200.0,2.0,120.0
2595,HBR Layout,3,1832.0,3.0,160.0
2596,HRBR Layout,2,1374.0,2.0,95.0
2597,HRBR Layout,2,1440.0,2.0,98.0
2599,HRBR Layout,3,2800.0,3.0,250.0
2600,HRBR Layout,2,1210.0,2.0,75.0
2601,HRBR Layout,2,1265.0,2.0,78.0
2602,HRBR Layout,2,1170.0,2.0,75.0
2604,HRBR Layout,4,1900.0,3.0,90.0
2605,HRBR Layout,3,1625.0,3.0,120.0
2606,HRBR Layout,2,1301.0,2.0,120.0
2607,HRBR Layout,2,1145.0,2.0,68.5
2608,HRBR Layout,2,1300.0,2.0,90.0
2610,HSR Layout,2,1372.0,2.0,68.0
2612,HSR Layout,3,1475.0,3.0,75.0
2613,HSR Layout,2,1467.0,2.0,55.0
2614,HSR Layout,2,1140.0,2.0,46.0
2615,HSR Layout,2,1372.0,2.0,61.0
2616,HSR Layout,3,1750.0,3.0,95.0
2618,HSR Layout,2,1027.0,2.0,44.0
2619,HSR Layout,3,1650.0,3.0,110.0
2620,HSR Layout,2,1140.0,2.0,46.0
2621,HSR Layout,2,1372.0,2.0,61.0
2622,HSR Layout,2,1140.0,2.0,46.0
2623,HSR Layout,2,1185.0,2.0,60.0
2624,HSR Layout,2,1127.0,2.0,68.0
2625,HSR Layout,3,1600.0,2.0,115.0
2626,HSR Layout,2,1145.0,2.0,48.0
2627,HSR Layout,2,1009.0,2.0,56.0
2628,HSR Layout,2,1300.0,2.0,98.0
2630,HSR Layout,2,1140.0,2.0,46.0
2631,HSR Layout,2,1126.0,2.0,69.0
2633,HSR Layout,2,1140.0,2.0,46.0
2634,HSR Layout,2,1145.0,2.0,46.0
2635,HSR Layout,2,1142.0,2.0,65.0
2636,HSR Layout,2,1145.0,2.0,46.0
2637,HSR Layout,3,1844.0,3.0,95.0
2638,HSR Layout,2,1203.0,2.0,72.0
2639,HSR Layout,2,1140.0,2.0,46.0
2640,HSR Layout,5,4200.0,5.0,245.0
2641,HSR Layout,2,1140.0,2.0,46.0
2642,HSR Layout,2,1145.0,2.0,46.0
2643,HSR Layout,2,1009.0,2.0,56.0
2644,HSR Layout,2,1145.0,2.0,46.0
2645,HSR Layout,2,1100.0,2.0,44.0
2646,HSR Layout,2,1203.0,2.0,60.0
2647,HSR Layout,2,1120.0,2.0,70.0
2648,HSR Layout,2,1140.0,2.0,46.0
2649,HSR Layout,2,1289.0,2.0,70.0
2650,HSR Layout,3,1844.0,3.0,89.0
2651,HSR Layout,2,1203.0,2.0,60.0
2652,HSR Layout,2,1140.0,2.0,46.0
2653,Haralur Road,2,1240.0,2.0,70.0
2654,Haralur Road,2,1027.0,2.0,44.0
2657,Haralur Road,2,1194.0,2.0,47.0
2658,Haralur Road,2,1202.0,2.0,53.0
2659,Haralur Road,2,1056.0,2.0,61.0
2661,Haralur Road,3,1810.0,3.0,100.0
2662,Haralur Road,2,1194.0,2.0,46.0
2664,Haralur Road,2,1225.0,2.0,67.38
2665,Haralur Road,2,1243.0,2.0,46.0
2666,Haralur Road,2,1027.0,2.0,44.0
2667,Haralur Road,3,1920.0,3.0,115.0
2668,Haralur Road,3,1875.0,3.0,110.0
2669,Haralur Road,2,1194.0,2.0,47.0
2670,Haralur Road,2,1140.0,2.0,43.0
2671,Haralur Road,2,1027.0,2.0,44.0
2672,Haralur Road,2,1194.0,2.0,46.0
2673,Haralur Road,3,2017.0,3.0,125.0
2674,Haralur Road,2,1140.0,2.0,43.0
2675,Haralur Road,3,1875.0,3.0,110.0
2676,Haralur Road,2,1092.0,2.0,44.0
2677,Haralur Road,3,2475.0,4.0,130.0
2678,Haralur Road,2,1300.0,2.0,73.0
2679,Haralur Road,2,1194.0,2.0,47.0
2680,Haralur Road,2,1243.0,2.0,46.0
2681,Haralur Road,3,1850.0,3.0,110.0
2682,Haralur Road,2,1225.0,2.0,67.38
2683,Haralur Road,2,1243.0,2.0,46.0
2684,Haralur Road,4,3400.0,5.0,240.0
2685,Haralur Road,2,1464.0,2.0,56.0
2686,Haralur Road,2,1230.0,2.0,78.0
2687,Haralur Road,2,1000.0,2.0,44.0
2689,Haralur Road,2,1300.0,2.0,79.0
2690,Haralur Road,3,1444.0,2.0,80.0
2691,Haralur Road,2,1088.0,2.0,68.0
2692,Haralur Road,2,1027.0,2.0,44.0
2694,Haralur Road,2,1225.0,2.0,70.0
2696,Haralur Road,2,1194.0,2.0,46.0
2697,Haralur Road,3,1830.0,3.0,101.0
2698,Haralur Road,3,1810.0,3.0,126.0
2699,Haralur Road,2,1464.0,2.0,56.0
2700,Haralur Road,3,1520.0,2.0,96.0
2701,Haralur Road,2,1300.0,2.0,75.0
2702,Haralur Road,3,2017.0,2.0,125.0
2703,Haralur Road,2,1243.0,2.0,46.0
2704,Haralur Road,2,1027.0,2.0,44.0
2706,Haralur Road,2,1243.0,2.0,46.0
2707,Haralur Road,2,1027.0,2.0,44.0
2708,Haralur Road,3,2017.0,3.0,105.0
2709,Haralur Road,2,1243.0,2.0,46.0
2710,Haralur Road,2,1243.0,2.0,46.0
2711,Haralur Road,3,1520.0,2.0,90.0
2712,Haralur Road,2,1300.0,2.0,60.0
2713,Haralur Road,3,1985.0,3.0,130.0
2714,Haralur Road,3,1255.0,2.0,90.0
2715,Haralur Road,2,1056.0,2.0,60.0
2716,Haralur Road,2,1140.0,2.0,42.0
2717,Haralur Road,2,1245.0,2.0,62.0
2718,Haralur Road,2,1140.0,2.0,58.0
2719,Haralur Road,2,1140.0,2.0,42.0
2720,Haralur Road,2,1027.0,2.0,43.0
2721,Haralur Road,2,1194.0,2.0,47.0
2722,Haralur Road,2,1194.0,2.0,47.0
2723,Haralur Road,3,1560.0,3.0,90.0
2724,Haralur Road,3,1520.0,2.0,85.0
2725,Haralur Road,2,1243.0,2.0,45.0
2726,Haralur Road,2,1027.0,2.0,44.0
2727,Haralur Road,2,1194.0,2.0,46.0
2728,Haralur Road,3,1650.0,3.0,100.0
2729,Haralur Road,3,1580.0,3.0,73.0
2730,Haralur Road,2,1243.0,2.0,46.0
2731,Haralur Road,2,1194.0,2.0,47.0
2733,Haralur Road,3,1520.0,2.0,96.0
2734,Haralur Road,3,1510.0,3.0,83.05
2735,Haralur Road,2,1056.0,2.0,65.0
2736,Haralur Road,3,1810.0,3.0,100.0
2737,Haralur Road,2,1243.0,2.0,46.0
2738,Haralur Road,1,575.0,1.0,38.0
2739,Haralur Road,2,1194.0,2.0,46.0
2740,Haralur Road,2,1243.0,2.0,46.0
2741,Haralur Road,2,1194.0,2.0,46.0
2742,Haralur Road,2,1140.0,2.0,43.0
2743,Haralur Road,3,1850.0,3.0,120.0
2744,Haralur Road,2,1194.0,2.0,47.0
2745,Haralur Road,2,1194.0,2.0,47.0
2747,Haralur Road,2,1243.0,2.0,46.0
2748,Haralur Road,3,1710.0,3.0,85.0
2749,Haralur Road,3,1730.0,3.0,95.0
2750,Haralur Road,2,1243.0,2.0,46.0
2751,Haralur Road,2,1243.0,2.0,46.0
2752,Haralur Road,2,1243.0,2.0,46.0
2753,Haralur Road,3,1817.0,3.0,110.0
2754,Haralur Road,2,1225.0,2.0,77.0
2755,Haralur Road,2,1285.0,2.0,78.0
2756,Haralur Road,2,1225.0,2.0,67.48
2757,Haralur Road,2,1225.0,2.0,69.84
2758,Haralur Road,2,1200.0,2.0,46.0
2759,Haralur Road,2,1315.0,2.0,85.0
2760,Haralur Road,3,1976.0,3.0,92.0
2761,Haralur Road,2,1300.0,2.0,75.0
2762,Haralur Road,2,1309.0,2.0,82.0
2763,Haralur Road,2,1027.0,1.0,44.0
2764,Haralur Road,2,1243.0,2.0,46.0
2765,Haralur Road,2,1243.0,2.0,46.0
2766,Haralur Road,2,1140.0,2.0,43.0
2767,Haralur Road,2,1300.0,2.0,75.0
2768,Haralur Road,2,1243.0,2.0,46.0
2769,Haralur Road,3,1890.0,3.0,84.0
2770,Haralur Road,2,1230.0,2.0,67.65
2771,Haralur Road,2,1194.0,2.0,46.0
2772,Haralur Road,2,1092.0,2.0,44.0
2774,Haralur Road,3,1255.0,3.0,90.0
2775,Haralur Road,3,1735.0,3.0,97.0
2776,Haralur Road,3,1810.0,3.0,97.83
2777,Haralur Road,2,1200.0,2.0,46.0
2778,Haralur Road,2,1243.0,2.0,46.0
2779,Haralur Road,3,1810.0,3.0,112.0
2780,Harlur,2,1508.0,2.0,77.0
2781,Harlur,3,1752.12,3.0,135.0
2784,Harlur,3,1709.0,3.0,150.0
2785,Harlur,2,1174.0,2.0,69.0
2786,Harlur,2,1033.0,2.0,49.0
2787,Harlur,2,1197.0,2.0,84.0
2788,Harlur,3,1757.0,3.0,132.0
2789,Harlur,2,1174.0,2.0,76.0
2790,Harlur,3,1754.0,3.0,125.0
2791,Harlur,2,1290.0,2.0,85.0
2792,Harlur,3,1752.12,3.0,116.0
2793,Harlur,3,1754.0,3.0,135.0
2794,Harlur,3,1754.0,3.0,124.0
2795,Harlur,2,1152.0,2.0,69.0
2796,Harlur,2,1290.0,2.0,87.0
2797,Harlur,3,1749.0,3.0,115.0
2798,Harlur,4,3385.0,4.0,260.0
2799,Harlur,3,2240.0,5.0,155.0
2800,Harlur,3,1758.0,3.0,133.0
2802,Harlur,2,1197.0,2.0,79.0
2803,Harlur,2,1174.0,2.0,78.0
2806,Harlur,2,1200.0,2.0,52.0
2807,Harlur,2,1197.0,2.0,79.0
2808,Harlur,3,1749.0,3.0,112.0
2809,Harlur,2,1174.0,2.0,75.0
2810,Harlur,3,1750.0,3.0,136.0
2811,Harlur,3,1620.0,3.0,110.0
2814,Harlur,3,1762.0,3.0,133.0
2815,Harlur,3,1756.0,3.0,131.0
2816,Harlur,3,1755.0,3.0,130.0
2817,Harlur,3,1864.0,3.0,140.0
2818,Harlur,2,1331.0,2.0,88.0
2819,Harlur,3,1752.12,3.0,133.0
2820,Harlur,2,1133.0,2.0,55.0
2821,Harlur,3,1756.0,3.0,128.0
2822,Harlur,3,1749.0,3.0,120.0
2823,Harlur,2,1197.0,2.0,82.0
2824,Harlur,2,1303.0,2.0,90.0
2825,Harlur,3,1754.0,3.0,132.0
2826,Harlur,2,1174.0,2.0,75.0
2827,Harlur,3,1756.0,3.0,134.0
2828,Harlur,2,1197.0,2.0,78.0
2829,Harlur,2,1290.0,2.0,89.9
2830,Harlur,2,1386.0,2.0,85.0
2831,Harlur,2,1174.0,2.0,74.0
2832,Harlur,2,1174.0,2.0,78.0
2834,Harlur,3,1755.0,3.0,115.0
2838,Harlur,2,1197.0,2.0,77.0
2839,Harlur,3,1752.12,3.0,125.0
2841,Harlur,2,1225.0,2.0,56.0
2842,Harlur,2,1197.0,2.0,76.0
2844,Harlur,2,1197.0,2.0,75.0
2845,Harlur,3,1755.0,3.0,117.0
2846,Harlur,2,1197.0,2.0,79.9
2847,Harlur,2,936.0,2.0,45.0
2848,Harlur,4,2990.0,4.0,225.0
2849,Harlur,2,1370.0,2.0,88.0
2850,Harlur,2,1335.0,2.0,72.76
2851,Hebbal,3,1760.0,2.0,123.0
2852,Hebbal,4,5611.5,4.0,477.0
2854,Hebbal,2,1349.0,2.0,98.2
2855,Hebbal,4,2483.0,5.0,212.0
2856,Hebbal,3,1760.0,2.0,130.0
2857,Hebbal,3,3450.0,5.0,260.0
2858,Hebbal,3,1920.0,3.0,134.0
2859,Hebbal,2,1337.0,2.0,82.0
2860,Hebbal,2,1349.0,2.0,98.0
2863,Hebbal,3,1790.0,3.0,127.0
2864,Hebbal,2,687.325,2.0,42.72
2866,Hebbal,3,1985.0,4.0,189.0
2867,Hebbal,4,2483.0,5.0,215.0
2868,Hebbal,2,1080.0,2.0,54.0
2869,Hebbal,2,812.0,2.0,55.0
2872,Hebbal,3,2526.0,2.0,250.0
2875,Hebbal,2,823.0,2.0,50.63
2876,Hebbal,2,1420.0,2.0,123.0
2878,Hebbal,2,1420.0,2.0,99.39
2879,Hebbal,4,4235.0,4.0,365.0
2880,Hebbal,3,1700.0,3.0,124.0
2881,Hebbal,4,3960.0,5.0,386.0
2882,Hebbal,2,1420.0,2.0,99.39
2884,Hebbal,2,1440.0,2.0,115.0
2885,Hebbal,2,1100.0,2.0,54.0
2887,Hebbal,3,2400.0,4.0,180.0
2889,Hebbal,2,1420.0,2.0,107.0
2890,Hebbal,2,1320.0,2.0,92.0
2891,Hebbal,2,919.0,2.0,49.0
2892,Hebbal,3,1645.0,3.0,135.0
2893,Hebbal,3,2080.0,3.0,175.0
2895,Hebbal,4,2483.0,5.0,230.0
2896,Hebbal,3,2600.0,3.0,195.0
2897,Hebbal,3,1645.0,3.0,117.0
2898,Hebbal,2,1251.0,2.0,88.73
2899,Hebbal,3,1645.0,3.0,121.0
2900,Hebbal,3,1760.0,3.0,123.0
2902,Hebbal,4,3960.0,5.0,386.0
2903,Hebbal,3,1645.0,3.0,120.0
2904,Hebbal,3,1255.0,2.0,90.0
2905,Hebbal,3,1645.0,3.0,117.0
2908,Hebbal,3,1636.0,3.0,119.0
2909,Hebbal,3,2661.0,2.0,226.5
2910,Hebbal,3,1255.0,2.0,95.0
2913,Hebbal,3,1255.0,2.0,95.0
2914,Hebbal,2,1088.0,2.0,61.45
2915,Hebbal,2,1349.0,2.0,97.8
2917,Hebbal,2,1344.0,2.0,108.0
2918,Hebbal,3,1255.0,2.0,90.0
2920,Hebbal,2,1138.0,2.0,110.0
2922,Hebbal,2,1088.0,2.0,62.0
2923,Hebbal,3,1987.0,4.0,165.0
2925,Hebbal,2,1299.0,2.0,100.0
2926,Hebbal,2,1200.0,2.0,60.0
2927,Hebbal,3,1645.0,3.0,117.0
2928,Hebbal,2,1390.0,2.0,95.0
2929,Hebbal,2,1333.0,2.0,100.0
2931,Hebbal,3,2650.0,4.0,199.0
2932,Hebbal,3,1800.0,3.0,140.0
2934,Hebbal,4,2470.0,4.0,203.0
2935,Hebbal,3,1255.0,2.0,95.0
2936,Hebbal,2,1333.0,2.0,104.0
2937,Hebbal,3,1645.0,3.0,117.0
2938,Hebbal,3,2600.0,3.0,199.0
2939,Hebbal,2,1345.0,2.0,97.0
2941,Hebbal,2,985.0,2.0,62.0
2942,Hebbal,2,1320.0,2.0,91.0
2943,Hebbal,3,2388.0,3.0,195.0
2944,Hebbal,2,1040.0,2.0,55.0
2946,Hebbal,3,2600.0,3.0,195.0
2949,Hebbal,3,1645.0,3.0,113.0
2951,Hebbal,2,1420.0,2.0,99.39
2953,Hebbal,3,3520.0,5.0,320.0
2954,Hebbal,2,1162.0,2.0,69.0
2955,Hebbal,2,1100.0,2.0,60.0
2956,Hebbal,4,4235.0,5.0,364.0
2957,Hebbal,2,1299.0,2.0,97.0
2959,Hebbal,4,2470.0,5.0,192.0
2960,Hebbal,3,1645.0,3.0,117.0
2961,Hebbal,3,1920.0,3.0,134.0
2962,Hebbal,3,3520.0,5.0,240.0
2963,Hebbal,3,1920.0,3.0,150.0
2964,Hebbal,4,2375.0,4.0,189.0
2965,Hebbal,2,1420.0,2.0,99.26
2966,Hebbal,2,1252.0,2.0,92.0
2968,Hebbal,2,1162.0,2.0,59.0
2969,Hebbal,2,1294.0,2.0,115.0
2970,Hebbal,4,4225.0,6.0,359.0
2971,Hebbal,2,1150.0,2.0,57.0
2972,Hebbal,3,1740.0,2.0,137.0
2974,Hebbal,3,1662.0,3.0,155.0
2975,Hebbal,3,2250.0,3.0,219.0
2976,Hebbal,2,1349.0,2.0,98.0
2977,Hebbal,4,4000.0,6.0,370.0
2978,Hebbal,2,1349.0,2.0,96.8
2979,Hebbal Kempapura,3,1700.0,3.0,155.0
2980,Hebbal Kempapura,3,1800.0,3.0,175.0
2981,Hebbal Kempapura,3,2900.0,4.0,300.0
2982,Hebbal Kempapura,3,3522.0,3.0,380.0
2983,Hebbal Kempapura,5,2280.0,5.0,200.0
2984,Hebbal Kempapura,2,1200.0,2.0,125.0
2985,Hebbal Kempapura,3,2900.0,4.0,240.0
2987,Hebbal Kempapura,2,1300.0,2.0,102.0
2988,Hebbal Kempapura,3,1466.0,2.0,140.0
2990,Hebbal Kempapura,3,1725.0,2.0,165.0
2991,Hebbal Kempapura,3,1200.0,3.0,125.0
2992,Hebbal Kempapura,3,3408.0,3.0,260.0
2993,Hebbal Kempapura,2,1485.0,3.0,132.0
2994,Hebbal Kempapura,2,1400.0,2.0,108.0
2995,Hebbal Kempapura,3,1800.0,3.0,150.0
2996,Hebbal Kempapura,5,2400.0,5.0,200.0
2997,Hebbal Kempapura,5,2800.0,5.0,220.0
2998,Hebbal Kempapura,3,1785.0,3.0,165.0
2999,Hebbal Kempapura,4,3729.0,4.0,384.0
3000,Hebbal Kempapura,3,1600.0,3.0,170.0
3001,Hebbal Kempapura,3,1730.0,3.0,175.0
3003,Hegde Nagar,3,1569.0,3.0,101.0
3004,Hegde Nagar,6,3000.0,7.0,210.0
3005,Hegde Nagar,3,2026.0,3.0,132.0
3006,Hegde Nagar,3,1801.0,3.0,115.0
3007,Hegde Nagar,2,1050.0,1.0,56.0
3008,Hegde Nagar,2,1341.0,2.0,97.0
3009,Hegde Nagar,3,2112.95,4.0,145.0
3010,Hegde Nagar,4,1200.0,4.0,83.0
3011,Hegde Nagar,3,1703.0,3.0,113.0
3012,Hegde Nagar,3,1570.0,3.0,105.0
3013,Hegde Nagar,3,1801.0,3.0,140.0
3014,Hegde Nagar,3,1584.01,3.0,103.0
3015,Hegde Nagar,3,1965.0,4.0,125.0
3016,Hegde Nagar,2,1200.0,2.0,75.0
3017,Hegde Nagar,3,1847.0,3.0,135.0
3018,Hegde Nagar,3,1965.0,4.0,132.0
3019,Hegde Nagar,3,1703.0,3.0,125.0
3020,Hegde Nagar,3,1847.0,3.0,125.0
3021,Hegde Nagar,3,2144.6,4.0,145.0
3022,Hegde Nagar,3,1718.0,3.0,119.0
3023,Hegde Nagar,3,1847.0,3.0,123.0
3024,Hegde Nagar,2,1340.0,2.0,72.0
3025,Hegde Nagar,3,2087.01,3.0,115.0
3026,Hegde Nagar,3,1703.0,3.0,130.0
3027,Hegde Nagar,3,2087.01,4.0,135.0
3028,Hegde Nagar,3,1718.0,3.0,130.0
3029,Hegde Nagar,3,1884.0,4.0,118.0
3030,Hegde Nagar,3,1930.0,4.0,122.0
3031,Hegde Nagar,3,1584.01,3.0,104.0
3032,Hegde Nagar,3,1168.0,2.0,68.0
3033,Hegde Nagar,3,2162.03,4.0,129.0
3034,Hegde Nagar,3,2087.01,4.0,160.0
3035,Hegde Nagar,2,1000.0,2.0,66.0
3036,Hegde Nagar,3,1348.0,2.0,80.5
3037,Hennur,2,1075.0,2.0,52.0
3038,Hennur,2,1255.0,2.0,52.32
3039,Hennur,2,1225.0,2.0,57.0
3040,Hennur,2,1255.0,2.0,57.5
3041,Hennur,2,1259.0,2.0,57.0
3042,Hennur,2,1255.0,2.0,53.5
3043,Hennur,2,1285.0,2.0,60.0
3044,Hennur,2,1285.0,2.0,60.0
3045,Hennur,2,1100.0,2.0,60.0
3046,Hennur,2,1231.0,2.0,48.0
3047,Hennur,2,1255.0,2.0,58.0
3048,Hennur,2,1040.0,2.0,42.12
3049,Hennur,2,1255.0,2.0,54.5
3050,Hennur,2,1041.0,2.0,40.6
3052,Hennur,2,1255.0,2.0,55.5
3054,Hennur,2,1231.0,2.0,50.0
3055,Hennur,5,2500.0,5.0,125.0
3056,Hennur,2,1160.0,2.0,49.0
3057,Hennur,3,2400.0,3.0,135.0
3058,Hennur,2,1255.0,2.0,53.5
3059,Hennur,2,1255.0,2.0,55.5
3060,Hennur,2,1100.0,2.0,44.55
3061,Hennur,2,1255.0,2.0,57.5
3062,Hennur,2,960.0,2.0,48.0
3063,Hennur,2,1020.0,2.0,48.0
3064,Hennur,2,1255.0,2.0,52.32
3065,Hennur,2,1295.0,2.0,64.0
3066,Hennur,3,1935.0,3.0,102.0
3068,Hennur,3,1345.0,2.0,69.0
3069,Hennur,2,1255.0,2.0,58.0
3070,Hennur,2,1420.0,2.0,62.0
3071,Hennur,2,1155.0,2.0,54.5
3072,Hennur,2,1255.0,2.0,52.32
3073,Hennur,2,1255.0,2.0,52.35
3076,Hennur,2,1255.0,2.0,54.5
3077,Hennur,3,1830.0,2.0,113.0
3078,Hennur,3,1830.5,3.0,84.205
3079,Hennur,2,1255.0,2.0,55.5
3080,Hennur,2,1255.0,2.0,53.57
3081,Hennur,2,1255.0,2.0,56.5
3082,Hennur,2,1050.0,2.0,42.73
3083,Hennur,2,1295.0,2.0,62.0
3084,Hennur Road,3,2089.0,3.0,140.0
3085,Hennur Road,4,3203.5,2.0,224.5
3086,Hennur Road,8,5000.0,8.0,250.0
3087,Hennur Road,2,1385.0,2.0,83.09
3088,Hennur Road,2,1317.5,2.0,63.77
3090,Hennur Road,3,2264.0,3.0,159.0
3091,Hennur Road,2,1157.0,2.0,84.0
3092,Hennur Road,3,1904.0,3.0,120.0
3093,Hennur Road,3,1891.0,3.0,109.0
3094,Hennur Road,3,1561.0,3.0,95.0
3096,Hennur Road,3,2060.0,3.0,149.0
3097,Hennur Road,3,1482.0,2.0,92.0
3098,Hennur Road,2,1232.0,2.0,89.0
3099,Hennur Road,2,1065.0,2.0,42.6
